country,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e
Belize,10,1776902,156082661,88,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,15,1768313,155843955,88,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,20,1761509,155636406,88,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,25,1754440,155423628,89,,,,,,,,,,,,,,,,,,,,,,,,,
Belize,30,1748276,155237624,89,5997673.0,4773976.0,1223697.0,3602474.0,6066796.0,3009843.0,1814147.0,3604438.0,1938095.0,5666107.0,3740320.0,4593013.0,4448552.0,12708580.0,5241288.0,7680525.0,7547321.0,5688257.0,10335426.0,7986006.0,5301557.0,8760474.0,13635463.0,4532568.0,4047563.0
Belize,50,1710654,154019886,90,5949374.0,4559270.0,1390104.0,3586618.0,6019528.0,2993545.0,1799043.0,3586128.0,1924445.0,5630950.0,3722828.0,4574706.0,4433378.0,12672636.0,5222733.0,7648229.0,7486162.0,5642530.0,10274151.0,7833269.0,5222585.0,8565047.0,13570513.0,4479558.0,3997641.0
Belize,75,1643083,151141000,92,5798393.0,4184767.0,1613626.0,3523404.0,5847981.0,2923845.0,1746960.0,3490394.0,1873060.0,5465528.0,3652141.0,4487756.0,4362015.0,12533371.0,5150565.0,7539558.0,7301588.0,5514323.0,10081502.0,7363933.0,4987303.0,8148204.0,13383824.0,4327070.0,3860319.0
Benin,0,11542318,253993343,22,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,10,8884305,250987029,28,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,15,4564313,160670960,35,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,20,834666,41562965,50,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,25,605231,31690572,52,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,30,168568,9658732,57,844447.0,1945294.0,-1100847.0,1121841.0,1002606.0,1011393.0,188386.0,503699.0,530158.0,1522766.0,165184.0,1584872.0,175715.0,262012.0,1177874.0,521922.0,641111.0,292745.0,1066056.0,1050377.0,874568.0,363868.0,903347.0,1850330.0,1767007.0
Benin,50,9000,575225,64,285783.0,1448232.0,-1162449.0,648622.0,429594.0,323919.0,45422.0,96703.0,127388.0,338188.0,38882.0,318162.0,42943.0,54233.0,285728.0,84651.0,171380.0,68771.0,245849.0,177239.0,159886.0,64640.0,271715.0,1181246.0,1112065.0
Benin,75,841,74195,88,191168.0,1428661.0,-1237493.0,193249.0,184362.0,111089.0,8233.0,26692.0,19258.0,70098.0,8771.0,73234.0,6515.0,11142.0,60859.0,74211.0,163038.0,65282.0,212874.0,159039.0,151909.0,61796.0,264602.0,1174097.0,1105346.0
Bermuda,0,6808,46689,7,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,10,713,32313,45,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,15,679,31556,46,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,20,658,30970,47,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,25,640,30461,48,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,30,605,29373,49,92.0,3429.0,-3337.0,63.0,206.0,26.0,182.0,92.0,25.0,0.0,69.0,169.0,286.0,44.0,161.0,432.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,50,437,23617,54,84.0,2473.0,-2389.0,63.0,206.0,0.0,182.0,92.0,25.0,0.0,69.0,169.0,248.0,44.0,117.0,365.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bermuda,75,261,16127,62,70.0,1465.0,-1395.0,63.0,194.0,0.0,151.0,92.0,25.0,0.0,69.0,169.0,202.0,44.0,81.0,241.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bhutan,0,3876296,369125680,95,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,10,2679173,363993315,136,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,15,2633400,360929742,137,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,20,2624344,360367652,137,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,25,2612860,359679659,138,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,30,2577235,356932389,138,627017.0,1555619.0,-928602.0,165526.0,127211.0,276056.0,603144.0,458007.0,365211.0,301891.0,450322.0,699564.0,2446127.0,602776.0,440346.0,254790.0,701887.0,383155.0,1112642.0,1105794.0,737867.0,455118.0,706687.0,694424.0,705825.0
Bhutan,50,2366473,337456606,143,575551.0,1200656.0,-625105.0,159621.0,122592.0,254076.0,571008.0,435820.0,344978.0,288076.0,431461.0,672300.0,2262537.0,557037.0,413958.0,226594.0,651402.0,342715.0,997456.0,998583.0,645871.0,406181.0,635069.0,606565.0,638222.0
Bhutan,75,1664055,256407015,154,383752.0,346067.0,37685.0,131315.0,104945.0,161969.0,424157.0,342297.0,264855.0,214089.0,344181.0,546426.0,1461345.0,434995.0,334615.0,145490.0,449173.0,206905.0,593222.0,607029.0,351708.0,225979.0,387415.0,334377.0,376062.0
Bolivia,0,108339285,5497182621,51,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,10,66486469,5477347617,82,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,15,66012920,5464413441,83,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,20,65454397,5450516918,83,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,25,65004987,5439551130,84,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,30,64521463,5427372428,84,150147959.0,177465875.0,-27317916.0,63046052.0,79257388.0,77668443.0,90034303.0,117085050.0,99342343.0,91200933.0,156618418.0,97422780.0,205434712.0,144282255.0,125965267.0,79562016.0,119866065.0,72942320.0,211644290.0,216718630.0,137319075.0,353178430.0,207373355.0,259304773.0,297988205.0
Bolivia,50,57489600,5265681157,92,145028743.0,147617260.0,-2588516.0,62056272.0,77924995.0,76779760.0,87888564.0,114658118.0,97367363.0,90004465.0,151975428.0,94764707.0,201774153.0,140889347.0,122935483.0,75765552.0,115499193.0,69438015.0,202167449.0,208040238.0,130342889.0,334529785.0,200578739.0,248704249.0,286547590.0
Bolivia,75,47837880,4843085219,101,122637358.0,106279034.0,16358324.0,58016425.0,72424350.0,72599209.0,80374297.0,106671433.0,89569342.0,84286777.0,131927022.0,82581082.0,183541298.0,123696821.0,112734251.0,62347919.0,99045183.0,54425075.0,157928876.0,173892943.0,101123850.0,231114076.0,176188420.0,196134439.0,247398788.0
"Bonaire, Sint Eustatius and Saba",0,32366,186215,6,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",10,3191,170269,53,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",15,2996,163595,55,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",20,2739,155088,57,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",25,2597,150408,58,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Sint Eustatius and Saba",30,2432,144844,60,354.0,8666.0,-8312.0,267.0,550.0,0.0,73.0,64.0,78.0,114.0,49.0,20.0,22.0,52.0,727.0,1157.0,308.0,0.0,0.0,0.0,166.0,579.0,3479.0,75.0,0.0
"Bonaire, Sint Eustatius and Saba",50,1759,121408,69,327.0,6746.0,-6419.0,232.0,509.0,0.0,73.0,49.0,78.0,114.0,41.0,20.0,22.0,52.0,691.0,949.0,172.0,0.0,0.0,0.0,166.0,579.0,3455.0,0.0,0.0
"Bonaire, Sint Eustatius and Saba",75,1269,97919,77,281.0,5348.0,-5067.0,147.0,351.0,0.0,73.0,49.0,58.0,114.0,33.0,20.0,22.0,52.0,584.0,582.0,80.0,0.0,0.0,0.0,166.0,519.0,3336.0,0.0,0.0
Bosnia and Herzegovina,0,5106883,224195724,44,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,10,2899801,222859512,77,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,15,2814443,220556145,78,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,20,2777231,219591208,79,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,25,2730524,218407573,80,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,30,2657977,216504396,81,717007.0,27700843.0,-26983836.0,500282.0,267108.0,117046.0,1615228.0,253940.0,237019.0,797444.0,626288.0,565849.0,440531.0,426139.0,959998.0,1055784.0,922768.0,295453.0,1267813.0,657294.0,1467072.0,711136.0,950704.0,564153.0,1075112.0
Bosnia and Herzegovina,50,2477204,210985662,85,695114.0,26156934.0,-25461819.0,490155.0,256760.0,113236.0,1571100.0,249438.0,230850.0,744615.0,599863.0,549866.0,431956.0,417116.0,917248.0,1016873.0,908133.0,288915.0,1244953.0,630829.0,1426766.0,695568.0,924987.0,546122.0,1037166.0
Bosnia and Herzegovina,75,2054725,187905838,91,603990.0,22189758.0,-21585768.0,425354.0,226837.0,99924.0,1361732.0,223860.0,205002.0,548497.0,487068.0,466698.0,381333.0,367284.0,768721.0,854662.0,825073.0,253578.0,1135867.0,554667.0,1290854.0,611738.0,819468.0,481190.0,898373.0
Botswana,0,57788401,32044682,1,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,10,2410473,29006747,12,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,15,562900,10660773,19,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,20,102705,2388781,23,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,25,54070,1363996,25,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,30,20328,589048,29,4597.0,114031.0,-109434.0,24882.0,3929.0,1603.0,9051.0,8511.0,7522.0,6490.0,4960.0,8280.0,6741.0,4231.0,3224.0,3739.0,4007.0,50.0,211.0,314.0,679.0,18.0,438.0,560.0,1701.0
Botswana,50,1278,67196,53,845.0,44343.0,-43498.0,9446.0,548.0,227.0,941.0,491.0,874.0,1359.0,971.0,579.0,318.0,106.0,180.0,384.0,368.0,50.0,32.0,30.0,51.0,0.0,79.0,278.0,1275.0
Botswana,75,22,1964,89,236.0,39804.0,-39568.0,1552.0,325.0,74.0,298.0,199.0,76.0,288.0,10.0,120.0,63.0,52.0,16.0,268.0,177.0,50.0,32.0,30.0,0.0,0.0,35.0,278.0,1257.0
Brazil,0,850035650,56558941648,67,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,10,548443426,56391135606,103,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,15,541492409,56199394924,104,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,20,532402423,55948526508,105,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,25,526622629,55788586037,106,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,30,519187508,55584039789,107,1642468277.0,1791411085.0,-148942808.0,1181142069.0,1608928884.0,1477287782.0,1879012461.0,1808841462.0,1458725211.0,1273868948.0,1241442164.0,941038553.0,1386011789.0,1035926451.0,1518361416.0,1013760088.0,1465520148.0,1317035577.0,3270385815.0,2662921170.0,1852394340.0,1609668381.0,1898283118.0,2007751401.0,2225994867.0
Brazil,50,475688332,54308702850,114,1560252178.0,1552128318.0,8123859.0,1146832362.0,1569974491.0,1430318693.0,1824592288.0,1764460177.0,1407763080.0,1214726601.0,1182899417.0,886432596.0,1307632256.0,977372555.0,1416899825.0,941334638.0,1357698549.0,1222944858.0,3124736568.0,2533205663.0,1745431445.0,1504293432.0,1779659097.0,1894116570.0,2092222752.0
Brazil,75,429233683,52422458779,122,1418822914.0,1292745884.0,126077028.0,1059318322.0,1471003239.0,1327373097.0,1710262039.0,1661930384.0,1312048353.0,1100622402.0,1085164045.0,801785235.0,1178297412.0,882771540.0,1250345017.0,830125729.0,1185328198.0,1073930002.0,2884169342.0,2289120168.0,1571786536.0,1340996355.0,1580772989.0,1721432616.0,1895521078.0
British Virgin Islands,0,16932,602623,36,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,10,8485,587262,69,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,15,8164,576490,71,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,20,7963,569218,71,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,25,7738,561637,73,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,30,7464,552182,74,5777.0,26074.0,-20297.0,1594.0,1180.0,622.0,945.0,1436.0,1186.0,2396.0,2644.0,2278.0,1774.0,6402.0,399.0,897.0,168.0,0.0,1358.0,96616.0,2300.0,348.0,27.0,1725.0,791.0
British Virgin Islands,50,6856,527416,77,5731.0,23840.0,-18109.0,1580.0,1180.0,622.0,931.0,1384.0,1032.0,2345.0,2609.0,2235.0,1738.0,6297.0,399.0,822.0,149.0,0.0,1358.0,96275.0,2282.0,348.0,27.0,1693.0,770.0
British Virgin Islands,75,5853,474327,81,5362.0,20204.0,-14841.0,1426.0,1104.0,592.0,845.0,1309.0,813.0,2056.0,2474.0,2235.0,1717.0,5897.0,373.0,801.0,74.0,0.0,1358.0,90406.0,1961.0,267.0,27.0,1531.0,704.0
Brunei,0,577779,79761565,138,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,10,533981,79700960,149,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,15,532321,79630772,150,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,20,531387,79588887,150,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,25,530681,79557182,150,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,30,529339,79495011,150,921349.0,1188355.0,-267006.0,819574.0,719236.0,524265.0,790820.0,824173.0,669119.0,971951.0,939018.0,1436634.0,678163.0,1922113.0,1259286.0,606592.0,1448182.0,1090738.0,1688673.0,651985.0,526272.0,710336.0,742757.0,638509.0,611277.0
Brunei,50,523736,79215581,151,913454.0,1160917.0,-247463.0,815701.0,717103.0,521926.0,788629.0,821864.0,665988.0,966943.0,936813.0,1433866.0,676566.0,1918249.0,1255345.0,602551.0,1430701.0,1068978.0,1656342.0,644319.0,518263.0,692782.0,725510.0,633052.0,604498.0
Brunei,75,507844,78222107,154,873489.0,1086513.0,-213025.0,788117.0,697545.0,504607.0,771582.0,796902.0,647906.0,937760.0,918600.0,1407632.0,662443.0,1896747.0,1232154.0,585105.0,1368017.0,938612.0,1496956.0,612750.0,489883.0,617211.0,658253.0,609089.0,578878.0
Bulgaria,0,11158731,258765655,23,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,10,4461216,256906774,58,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,15,4376912,255106316,58,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,20,4323225,253995996,59,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,25,4247843,252464646,59,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,30,4138948,250132563,60,2560901.0,40159456.0,-37598555.0,2116559.0,1282420.0,1699445.0,2747143.0,2393179.0,1850399.0,3344524.0,2455843.0,2362669.0,1478422.0,1392570.0,3962524.0,1569881.0,2977352.0,3331151.0,3518594.0,3453969.0,4707328.0,2008533.0,2310203.0,3307117.0,2070000.0
Bulgaria,50,3858690,243266976,63,2513711.0,37710274.0,-35196563.0,2071666.0,1256672.0,1676977.0,2714478.0,2374051.0,1828254.0,3305521.0,2420209.0,2344840.0,1469178.0,1375966.0,3926509.0,1543946.0,2929131.0,3270841.0,3440840.0,3332046.0,4583030.0,1956020.0,2237829.0,3241789.0,2001838.0
Bulgaria,75,3198279,214674682,67,2251861.0,31761585.0,-29509724.0,1842634.0,1135185.0,1537777.0,2528650.0,2238942.0,1697205.0,3064880.0,2211254.0,2215198.0,1411693.0,1297413.0,3723150.0,1355525.0,2590274.0,2861944.0,3012317.0,2811497.0,3962699.0,1678956.0,1879638.0,2843538.0,1640569.0
Burkina Faso,0,27341711,66822680,2,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,10,3213895,62391574,19,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,15,314254,8655788,28,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,20,3734,149643,40,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,25,1121,48732,43,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,30,132,6459,49,29977.0,682855.0,-652878.0,253222.0,147258.0,777.0,33155.0,24152.0,5997.0,8554.0,19865.0,4976.0,19238.0,8365.0,4492.0,7992.0,10120.0,3180.0,1436.0,2293.0,1078.0,978.0,7382.0,43591.0,51390.0
Burkina Faso,50,6,313,55,28458.0,682788.0,-654330.0,238279.0,146158.0,398.0,31253.0,20008.0,4923.0,7745.0,18519.0,3696.0,17324.0,4024.0,4379.0,7922.0,10120.0,3180.0,1436.0,2293.0,1078.0,978.0,7382.0,43591.0,51390.0
Burkina Faso,75,0,0,0,28382.0,682785.0,-654403.0,238122.0,146158.0,226.0,30871.0,19494.0,4652.0,7745.0,18519.0,3696.0,17324.0,3848.0,4379.0,7922.0,10120.0,3180.0,1436.0,2293.0,1078.0,978.0,7382.0,43591.0,51390.0
Burundi,0,2693531,73285256,27,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,10,2278695,72012890,32,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,15,1979299,64654108,33,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,20,921310,35868632,39,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,25,835864,33571842,40,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,30,537674,25043851,47,676908.0,2171659.0,-1494751.0,484519.0,311701.0,493524.0,203150.0,345160.0,118254.0,674599.0,692760.0,319414.0,718569.0,390368.0,333811.0,553078.0,828361.0,652625.0,741358.0,829726.0,1482144.0,1243382.0,1091456.0,1390885.0,993122.0
Burundi,50,140709,10756777,76,330586.0,605831.0,-275246.0,371445.0,199463.0,368058.0,127402.0,211575.0,72226.0,420622.0,395175.0,184958.0,484649.0,253318.0,167673.0,175100.0,356503.0,266672.0,310228.0,333853.0,549629.0,487093.0,456242.0,648718.0,432286.0
Burundi,75,21997,2703937,123,108627.0,196664.0,-88037.0,95831.0,36369.0,100706.0,30092.0,48880.0,16534.0,92437.0,72911.0,53827.0,106299.0,65166.0,33339.0,37222.0,68839.0,77283.0,97293.0,134823.0,229404.0,198334.0,230254.0,348346.0,215615.0
Cambodia,0,18135961,1015024268,56,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,10,10198522,1010877206,99,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,15,9651661,979198696,101,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,20,9443950,966841912,102,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,25,9160786,949700936,104,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,30,8809930,926260045,105,71536283.0,24618621.0,46917663.0,14688438.0,28019608.0,28318223.0,41775453.0,34661640.0,44376427.0,42671314.0,49065895.0,68522461.0,134204990.0,120627264.0,118945046.0,122877604.0,100377879.0,78080252.0,105463899.0,68581452.0,64458535.0,80601180.0,81589626.0,84432268.0,61458776.0
Cambodia,50,7482328,821377682,110,65987761.0,20471699.0,45516062.0,13663010.0,24814414.0,26091650.0,39520599.0,33198435.0,42783553.0,40858219.0,47755668.0,65712466.0,128516035.0,117299052.0,112557738.0,115239750.0,90394612.0,70917873.0,96261206.0,60787928.0,55115726.0,70017705.0,71741489.0,74742831.0,53740782.0
Cambodia,75,5842450,675464221,116,54201796.0,15572144.0,38629652.0,10141542.0,13866493.0,15854234.0,28049816.0,25564390.0,35776383.0,33527829.0,41927662.0,54257288.0,103770379.0,107406899.0,100076872.0,103404882.0,76669926.0,59674796.0,79166345.0,48225343.0,41999150.0,54712661.0,56415159.0,59532925.0,42418541.0
Cameroon,0,46604006,3736065656,80,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,10,41716441,3730647420,89,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,15,39994164,3690067042,92,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,20,35158678,3560577462,101,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,25,34255066,3533229620,103,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,30,31459332,3442060712,109,49715603.0,114836375.0,-65120773.0,19436577.0,14804734.0,13421356.0,11856969.0,13356192.0,18586083.0,24223416.0,18923439.0,21244472.0,31540281.0,15519995.0,28422802.0,48784788.0,107647835.0,46850841.0,70944205.0,109150092.0,74179549.0,73257504.0,132458481.0,105103132.0,94030516.0
Cameroon,50,25260678,3161488453,125,46023000.0,91758951.0,-45735951.0,18203882.0,13857122.0,12769721.0,11035079.0,12567963.0,17101430.0,22024111.0,17085119.0,20287758.0,29225388.0,14369726.0,26357415.0,44718222.0,98971295.0,43752815.0,66398938.0,99702304.0,68112252.0,66468618.0,124494186.0,98220152.0,86782509.0
Cameroon,75,17481727,2553407006,146,27851457.0,58168496.0,-30317039.0,12962339.0,9144530.0,8962909.0,7506140.0,8477357.0,10803931.0,14887015.0,12079398.0,15390164.0,16094366.0,8924770.0,16413428.0,26794198.0,58982901.0,26509612.0,40100642.0,52579482.0,40356090.0,35492663.0,77979989.0,58435248.0,53854893.0
Canada,0,983422994,13895208508,14,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,10,469568071,13694601526,29,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,15,448824156,13516068055,30,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,20,437098749,13413094483,31,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,25,431009898,13355262700,31,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,30,418066983,13223807673,32,862821805.0,1645688115.0,-782866310.0,419119124.0,840633527.0,563161205.0,925666218.0,971194789.0,854796238.0,783137810.0,731234113.0,526306824.0,780103970.0,896694720.0,1118672693.0,1067217851.0,1070248691.0,1203171699.0,873238394.0,1093084531.0,880124865.0,937825721.0,408431524.0,1078327630.0,959687567.0
Canada,50,324180961,11842155401,37,684774568.0,1469082406.0,-784307838.0,357003812.0,732321544.0,485741010.0,758311870.0,803791529.0,688756794.0,631545461.0,564943740.0,424931076.0,581633476.0,690517432.0,886646271.0,746203114.0,648043359.0,943033802.0,738136165.0,769987344.0,759781815.0,839811846.0,371246141.0,888746346.0,753906549.0
Canada,75,216719275,9609767901,44,510920956.0,1170602060.0,-659681104.0,256487279.0,508270044.0,362997275.0,539107983.0,572012898.0,521211286.0,507055623.0,425397576.0,345707028.0,465086862.0,535957729.0,689823872.0,461483571.0,421651183.0,623761187.0,583389547.0,569033178.0,610617820.0,657695931.0,327712431.0,664576697.0,591224036.0
Cape Verde,0,409098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,10,10823,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,15,9410,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,20,8009,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,25,7867,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,30,7356,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cape Verde,50,3744,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cape Verde,75,2433,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caspian Sea,0,37158134,8955820,0,,,,,,,,,,,,,,,,,,,,,,,,,
Caspian Sea,10,194058,7796603,40,,,,,,,,,,,,,,,,,,,,,,,,,
Caspian Sea,15,182828,7479733,41,,,,,,,,,,,,,,,,,,,,,,,,,
Caspian Sea,20,170508,7102894,42,,,,,,,,,,,,,,,,,,,,,,,,,
Caspian Sea,25,162693,6914719,43,,,,,,,,,,,,,,,,,,,,,,,,,
Caspian Sea,30,141764,6459882,46,599.0,40945.0,-40346.0,352.0,2020.0,495.0,539.0,343.0,901.0,787.0,905.0,230.0,880.0,4264.0,696.0,554.0,193.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,9.0
Caspian Sea,50,92180,4951067,54,384.0,28646.0,-28262.0,233.0,1774.0,237.0,389.0,299.0,689.0,369.0,788.0,173.0,619.0,1693.0,633.0,411.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Caspian Sea,75,40302,2445849,61,177.0,14164.0,-13986.0,111.0,1103.0,164.0,88.0,231.0,252.0,201.0,364.0,29.0,229.0,551.0,273.0,279.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Cayman Islands,0,28040,489599,17,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,10,14729,447428,30,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,15,14285,436772,31,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,20,13929,427933,31,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,25,13686,421910,31,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,30,13458,416255,31,7986.0,206654.0,-198669.0,3981.0,1289.0,1485.0,15001.0,2807.0,4979.0,4485.0,8941.0,8574.0,11566.0,12292.0,3248.0,7004.0,2404.0,33.0,19964.0,20495.0,13758.0,7978.0,4455.0,5550.0,15398.0
Cayman Islands,50,12395,388291,31,7292.0,201572.0,-194280.0,3586.0,1190.0,1312.0,14541.0,2466.0,4335.0,3917.0,7858.0,7244.0,10349.0,10994.0,3043.0,6762.0,1917.0,14.0,18914.0,17484.0,13296.0,7673.0,3663.0,5207.0,14670.0
